source,target,rating,abs_rating,sign,time
7,418,2,2,positive,1304367720
7,144,1,1,positive,1304407106
7,429,1,1,positive,1304432824
7,293,2,2,positive,1304471736
7,410,-1,1,negative,1304474308
7,270,5,5,positive,1304497864
7,365,1,1,positive,1304559682
7,449,1,1,positive,1304565310
7,460,2,2,positive,1304659383
7,473,1,1,positive,1304700405
7,424,2,2,positive,1304742817
7,310,-1,1,negative,1304794671
7,481,1,1,positive,1304795725
7,378,1,1,positive,1304818554
7,440,2,2,positive,1304898573
7,489,1,1,positive,1304900284
7,447,3,3,positive,1304901562
7,383,1,1,positive,1304932739
7,472,-1,1,negative,1305013985
7,498,2,2,positive,1305040442
7,386,2,2,positive,1305078050
7,494,4,4,positive,1305168688
7,222,3,3,positive,1305176269
7,538,1,1,positive,1305272732
7,203,3,3,positive,1305327203
7,120,5,5,positive,1305335065
7,480,1,1,positive,1305359130
7,547,2,2,positive,1305361379
7,322,4,4,positive,1305377724
7,68,3,3,positive,1305565340
7,88,5,5,positive,1305565654
7,584,1,1,positive,1305569958
7,551,2,2,positive,1305600657
7,171,4,4,positive,1305608753
7,484,2,2,positive,1305698226
7,616,1,1,positive,1305714708
7,405,2,2,positive,1305767271
7,113,5,5,positive,1305841706
7,643,3,3,positive,1305906052
7,655,4,4,positive,1305972919
7,656,1,1,positive,1305980430
7,579,4,4,positive,1306108661
7,419,3,3,positive,1306120757
7,650,2,2,positive,1306164523
7,193,3,3,positive,1306238451
7,351,3,3,positive,1306354091
7,361,2,2,positive,1306365541
7,666,2,2,positive,1306374953
7,620,1,1,positive,1306380888
7,639,4,4,positive,1306446575
7,709,3,3,positive,1306482978
7,153,2,2,positive,1306519740
7,725,3,3,positive,1306536996
7,733,2,2,positive,1306644708
7,358,3,3,positive,1306881774
7,621,2,2,positive,1306885017
7,64,5,5,positive,1306994515
7,548,2,2,positive,1307150279
7,878,2,2,positive,1307220657
7,892,3,3,positive,1307253003
7,753,2,2,positive,1307309551
7,792,1,1,positive,1307309824
7,948,2,2,positive,1307434058
7,129,4,4,positive,1307482055
7,963,1,1,positive,1307488001
7,838,3,3,positive,1307553971
7,931,2,2,positive,1307589276
7,1041,2,2,positive,1307651649
7,881,2,2,positive,1307836955
7,198,3,3,positive,1307905695
7,330,5,5,positive,1307906789
7,132,5,5,positive,1307943108
7,533,2,2,positive,1307951723
7,906,-10,10,negative,1308064620
7,945,3,3,positive,1308110575
7,209,2,2,positive,1308179856
7,1166,2,2,positive,1309069623
7,1281,1,1,positive,1309352731
7,593,4,4,positive,1309401417
7,1098,6,6,positive,1309401451
7,882,4,4,positive,1309416197
7,1223,2,2,positive,1309696725
7,1011,2,2,positive,1310095919
7,1335,1,1,positive,1310619705
7,1334,1,1,positive,1310698578
7,964,3,3,positive,1310963740
7,1268,-1,1,negative,1311221770
7,152,2,2,positive,1311312658
7,283,3,3,positive,1312011917
7,1053,5,5,positive,1312078549
7,1413,1,1,positive,1312953496
7,522,2,2,positive,1313212110
7,235,5,5,positive,1313390505
7,1428,1,1,positive,1313579288
7,1034,2,2,positive,1313900308
7,935,4,4,positive,1314063046
7,417,5,5,positive,1315185780
7,465,3,3,positive,1316380317
7,280,2,2,positive,1316545753
7,23,4,4,positive,1318847945
7,1386,2,2,positive,1319831636
7,1525,4,4,positive,1321159614
7,80,3,3,positive,1322524170
7,537,4,4,positive,1323147460
7,545,1,1,positive,1323609246
7,125,3,3,positive,1324093698
7,1629,1,1,positive,1324276905
7,1596,1,1,positive,1325137743
7,1665,1,1,positive,1325454845
7,1316,2,2,positive,1325965759
7,540,3,3,positive,1326085210
7,1702,1,1,positive,1326432235
7,304,3,3,positive,1327142574
7,1664,1,1,positive,1327248196
7,1686,2,2,positive,1330364319
7,1858,1,1,positive,1331543166
7,905,3,3,positive,1331889075
7,1204,1,1,positive,1334885383
7,2044,1,1,positive,1336455431
7,2028,3,3,positive,1337395643
7,17,6,6,positive,1337482515
7,1317,4,4,positive,1338794508
7,1982,2,2,positive,1339811634
7,1788,1,1,positive,1339995454
7,215,5,5,positive,1340680246
7,2046,2,2,positive,1341790707
7,2097,1,1,positive,1342097600
7,57,4,4,positive,1342274605
7,2205,1,1,positive,1342579909
7,1899,3,3,positive,1343092380
7,1487,-5,5,negative,1343647173
7,2404,1,1,positive,1345152842
7,1555,1,1,positive,1345492059
7,2378,1,1,positive,1345541528
7,425,3,3,positive,1346030522
7,2397,4,4,positive,1346560164
7,2533,1,1,positive,1346801419
7,2231,1,1,positive,1347180542
7,1318,2,2,positive,1347437472
7,640,3,3,positive,1350176359
7,2319,2,2,positive,1350523882
7,2388,2,2,positive,1350623810
7,3050,1,1,positive,1353828233
7,2174,1,1,positive,1353957776
7,2943,1,1,positive,1354011022
7,3161,1,1,positive,1355284116
7,4946,1,1,positive,1382589742
7,5432,1,1,positive,1393042884
7,5429,1,1,positive,1393045890
7,5428,2,2,positive,1393046021
21,2,5,5,positive,1289380981
21,1,8,8,positive,1289441411
21,10,8,8,positive,1289441438
21,8,9,9,positive,1289441450
21,3,7,7,positive,1289441525
21,36,2,2,positive,1292297608
21,39,2,2,positive,1292819328
21,7,5,5,positive,1293191604
21,132,2,2,positive,1297824884
21,114,1,1,positive,1298176196
21,60,5,5,positive,1303085826
21,308,6,6,positive,1303483211
21,93,8,8,positive,1303540925
21,467,1,1,positive,1304658111
21,490,8,8,positive,1304865878
21,506,1,1,positive,1305028592
21,77,5,5,positive,1305294552
21,618,1,1,positive,1305690291
21,777,2,2,positive,1307109792
